OTk=;99;143;;;;
MTAw;100;143;;;;
MTAx;101;143;;;;
MTAy;102;143;;;;
MTAz;103;143;;;;
MTA0;104;143;;;;
MTA1;105;130;;;;
MTA2;106;128;;;;
MTA3;107;128;;;;
MTA4;108;128;;;;
MTA5;109;128;;;;
MTEw;110;128;;;;
MTEx;111;128;;;;
MTEy;112;128;;;;
MTEz;113;132;;;;
MTE0;114;128;;;;
MTE1;115;128;;;;
MTE2;116;128;;;;
MTE3;117;128;;;;
MTE4;118;128;;;;
MTE5;119;128;;;;
MTIw;120;128;;;;
MTIx;121;128;;;;
MTIy;122;128;;;;
MTIz;123;128;;;;
MTI0;124;128;;;;
MTI1;125;128;;;;
MTI2;126;128;;;;
MTI3;127;128;;;;
MTI4;128;128;;;;
MTI5;129;130;;;;
MTMw;130;128;;;;
MTMx;131;128;;;;
MTMy;132;128;;;;
MTMz;133;128;;;;
MTM0;134;128;;;;
MTM1;135;128;;;;
MTM2;136;128;;;;
MTM3;137;129;;;;
MTM4;138;128;;;;
MTM5;139;128;;;;
MTQw;140;128;;;;
MTQx;141;128;;;;
MTQy;142;128;;;;
MTQz;143;128;;;;
MTQ0;144;128;;;;
MTQ1;145;128;;;;
MTQ2;146;128;;;;
MTQ3;147;128;;;;
MTQ4;148;128;;;;
MTQ5;149;128;;;;
MTUw;150;128;;;;
MTUx;151;128;;;;
MTUy;152;128;;;;
MTUz;153;128;;;;
MTU0;154;128;;;;
MTU1;155;128;;;;
MTU2;156;128;;;;
MTU3;157;128;;;;
MTU4;158;128;;;;
MTU5;159;128;;;;
MjEz;213;128;;;;
MjE0;214;128;;;;
MjE1;215;128;;;;
MjE2;216;128;;;;
MjE3;217;128;;;;
MjE4;218;129;;;;
MjE5;219;143;;;;
MjIw;220;143;;;;
MjIx;221;143;;;;
MjIy;222;143;;;;
MjIz;223;143;;;;
MjI0;224;143;;;;
MjI1;225;143;;;;
MjI2;226;143;;;;
MjI3;227;128;;;;
MjI4;228;128;;;;
MjI5;229;128;;;;
MjMw;230;128;;;;
MjMx;231;128;;;;
MjMy;232;128;;;;
MjMz;233;128;;;;
MjM0;234;128;;;;
MjM1;235;139;;;;
MjM2;236;143;;;;
MjM3;237;143;;;;
MjM4;238;143;;;;
MjM5;239;143;;;;
MjQw;240;143;;;;
MjQx;241;143;;;;
MjQy;242;143;;;;
MjQz;243;140;;;;
MjQ0;244;143;;;;
MjQ1;245;143;;;;
MjQ2;246;143;;;;
MjQ3;247;143;;;;
MjQ4;248;143;;;;
MjQ5;249;143;;;;
MjUw;250;143;;;;
MjUx;251;131;;;;
MjUy;252;128;;;;
MjUz;253;128;;;;
MjU0;254;128;;;;
MjU1;255;128;;;;
MjU2;256;128;;;;
MjU3;257;128;;;;
MjU4;258;128;;;;
MjU5;259;140;;;;
MjYw;260;143;;;;
MjYx;261;143;;;;
MjYy;262;143;;;;
MjYz;263;143;;;;
MjY0;264;143;;;;
MjY1;265;143;;;;
MjY2;266;143;;;;
MjY3;267;143;;;;
MjY4;268;143;;;;
MjY5;269;143;;;;
Mjcw;270;143;;;;
Mjcx;271;143;;;;
Mjcy;272;143;;;;
Mjcz;273;143;;;;
Mjc0;274;143;;;;
Mjc1;275;143;;;;
Mjc2;276;143;;;;
Mjc3;277;143;;;;
Mjc4;278;143;;;;
Mjc5;279;143;;;;
Mjgw;280;143;;;;
Mjgx;281;143;;;;
Mjgy;282;143;;;;
Mjgz;283;143;;;;
Mjg0;284;143;;;;
Mjg1;285;143;;;;
Mjg2;286;143;;;;
Mjg3;287;143;;;;
Mjg4;288;143;;;;
Mjg5;289;143;;;;
Mjkw;290;143;;;;
Mjkx;291;143;;;;
Mjky;292;143;;;;
Mjkz;293;143;;;;
Mjk0;294;143;;;;
Mjk1;295;143;;;;
Mjk2;296;143;;;;
Mjk3;297;143;;;;
Mjk4;298;143;;;;
Mjk5;299;143;;;;
